Indicador,IndicadorDetalhe,Data,DataReferencia,Mediana,ano_ref,indicador_norm,detalhe_norm
Balança comercial,Saldo,2025-07-14,2025,72.4,2025,balanca comercial,saldo
Balança comercial,Saldo,2025-07-14,2026,78.0,2026,balanca comercial,saldo
Balança comercial,Saldo,2025-07-14,2027,80.0,2027,balanca comercial,saldo
Balança comercial,Saldo,2025-07-14,2028,81.1,2028,balanca comercial,saldo
Balança comercial,Saldo,2025-07-14,2029,82.45,2029,balanca comercial,saldo
Balança comercial,Saldo,2025-07-14,2025,73.0,2025,balanca comercial,saldo
Balança comercial,Saldo,2025-07-14,2026,78.0,2026,balanca comercial,saldo
Balança comercial,Saldo,2025-07-14,2027,80.0,2027,balanca comercial,saldo
Balança comercial,Saldo,2025-07-14,2028,82.2,2028,balanca comercial,saldo
Balança comercial,Saldo,2025-07-14,2029,84.9,2029,balanca comercial,saldo
Câmbio,,2025-07-14,2025,5.65,2025,cambio,
Câmbio,,2025-07-14,2026,5.7047,2026,cambio,
Câmbio,,2025-07-14,2027,5.7064,2027,cambio,
Câmbio,,2025-07-14,2028,5.75,2028,cambio,
Câmbio,,2025-07-14,2029,5.8,2029,cambio,
Câmbio,,2025-07-14,2025,5.6,2025,cambio,
Câmbio,,2025-07-14,2026,5.7047,2026,cambio,
Câmbio,,2025-07-14,2027,5.625,2027,cambio,
Câmbio,,2025-07-14,2028,5.6,2028,cambio,
Câmbio,,2025-07-14,2029,5.8,2029,cambio,
Conta corrente,,2025-07-14,2025,-56.7,2025,conta corrente,
Conta corrente,,2025-07-14,2026,-55.4295,2026,conta corrente,
Conta corrente,,2025-07-14,2027,-50.0,2027,conta corrente,
Conta corrente,,2025-07-14,2028,-51.03,2028,conta corrente,
Conta corrente,,2025-07-14,2029,-50.0,2029,conta corrente,
Conta corrente,,2025-07-14,2025,-56.85,2025,conta corrente,
Conta corrente,,2025-07-14,2026,-54.975,2026,conta corrente,
Conta corrente,,2025-07-14,2027,-49.44,2027,conta corrente,
Conta corrente,,2025-07-14,2028,-45.0,2028,conta corrente,
Conta corrente,,2025-07-14,2029,-45.0,2029,conta corrente,
Dívida bruta do governo geral,,2025-07-14,2025,80.18,2025,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-14,2026,84.5,2026,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-14,2027,87.78,2027,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-14,2028,89.36,2028,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-14,2029,90.92,2029,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-14,2030,91.86,2030,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-14,2031,92.65,2031,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-14,2032,93.1,2032,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-14,2033,93.5,2033,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-14,2034,93.5,2034,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-14,2025,80.0,2025,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-14,2026,84.325,2026,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-14,2027,86.95,2027,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-14,2028,89.0,2028,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-14,2029,90.8,2029,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-14,2030,91.63,2030,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-14,2031,92.88,2031,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-14,2032,93.0,2032,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-14,2033,93.5,2033,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-14,2034,93.49,2034,divida bruta do governo geral,
Dívida líquida do setor público,,2025-07-14,2025,65.8,2025,divida liquida do setor publico,
Dívida líquida do setor público,,2025-07-14,2026,70.105,2026,divida liquida do setor publico,
Dívida líquida do setor público,,2025-07-14,2027,74.0,2027,divida liquida do setor publico,
Dívida líquida do setor público,,2025-07-14,2028,76.0,2028,divida liquida do setor publico,
Dívida líquida do setor público,,2025-07-14,2029,78.2,2029,divida liquida do setor publico,
Dívida líquida do setor público,,2025-07-14,2030,79.85,2030,divida liquida do setor publico,
Dívida líquida do setor público,,2025-07-14,2031,81.05,2031,divida liquida do setor publico,
Dívida líquida do setor público,,2025-07-14,2032,82.15,2032,divida liquida do setor publico,
Dívida líquida do setor público,,2025-07-14,2033,83.25,2033,divida liquida do setor publico,
Dívida líquida do setor público,,2025-07-14,2034,84.1,2034,divida liquida do setor publico,
Dívida líquida do setor público,,2025-07-14,2025,65.85,2025,divida liquida do setor publico,
Dívida líquida do setor público,,2025-07-14,2026,70.0,2026,divida liquida do setor publico,
Dívida líquida do setor público,,2025-07-14,2027,74.0,2027,divida liquida do setor publico,
Dívida líquida do setor público,,2025-07-14,2028,77.0,2028,divida liquida do setor publico,
Dívida líquida do setor público,,2025-07-14,2029,78.5,2029,divida liquida do setor publico,
Dívida líquida do setor público,,2025-07-14,2030,80.5,2030,divida liquida do setor publico,
Dívida líquida do setor público,,2025-07-14,2031,82.0,2031,divida liquida do setor publico,
Dívida líquida do setor público,,2025-07-14,2032,82.5,2032,divida liquida do setor publico,
Dívida líquida do setor público,,2025-07-14,2033,83.5,2033,divida liquida do setor publico,
Dívida líquida do setor público,,2025-07-14,2034,83.5,2034,divida liquida do setor publico,
IGP-M,,2025-07-14,2025,2.1895,2025,igp-m,
IGP-M,,2025-07-14,2026,4.5,2026,igp-m,
IGP-M,,2025-07-14,2027,4.0,2027,igp-m,
IGP-M,,2025-07-14,2028,3.96,2028,igp-m,
IGP-M,,2025-07-14,2029,3.97,2029,igp-m,
IGP-M,,2025-07-14,2025,2.078,2025,igp-m,
IGP-M,,2025-07-14,2026,4.5,2026,igp-m,
IGP-M,,2025-07-14,2027,4.0,2027,igp-m,
IGP-M,,2025-07-14,2028,4.0,2028,igp-m,
IGP-M,,2025-07-14,2029,4.0,2029,igp-m,
Investimento direto no país,,2025-07-14,2025,70.0,2025,investimento direto no pais,
Investimento direto no país,,2025-07-14,2026,70.0,2026,investimento direto no pais,
Investimento direto no país,,2025-07-14,2027,73.5,2027,investimento direto no pais,
Investimento direto no país,,2025-07-14,2028,75.0,2028,investimento direto no pais,
Investimento direto no país,,2025-07-14,2029,75.0,2029,investimento direto no pais,
Investimento direto no país,,2025-07-14,2025,70.0,2025,investimento direto no pais,
Investimento direto no país,,2025-07-14,2026,70.0,2026,investimento direto no pais,
Investimento direto no país,,2025-07-14,2027,75.25,2027,investimento direto no pais,
Investimento direto no país,,2025-07-14,2028,76.4,2028,investimento direto no pais,
Investimento direto no país,,2025-07-14,2029,76.5,2029,investimento direto no pais,
IPCA,,2025-07-14,2025,5.1666,2025,ipca,
IPCA,,2025-07-14,2026,4.4992,2026,ipca,
IPCA,,2025-07-14,2027,4.0,2027,ipca,
IPCA,,2025-07-14,2028,3.8,2028,ipca,
IPCA,,2025-07-14,2029,3.7,2029,ipca,
IPCA,,2025-07-14,2025,5.1552,2025,ipca,
IPCA,,2025-07-14,2026,4.5,2026,ipca,
IPCA,,2025-07-14,2027,4.0,2027,ipca,
IPCA,,2025-07-14,2028,3.8,2028,ipca,
IPCA,,2025-07-14,2029,3.7,2029,ipca,
IPCA Administrados,,2025-07-14,2025,4.4113,2025,ipca administrados,
IPCA Administrados,,2025-07-14,2026,4.278,2026,ipca administrados,
IPCA Administrados,,2025-07-14,2027,4.0,2027,ipca administrados,
IPCA Administrados,,2025-07-14,2028,3.64,2028,ipca administrados,
IPCA Administrados,,2025-07-14,2029,3.5,2029,ipca administrados,
IPCA Administrados,,2025-07-14,2025,4.59,2025,ipca administrados,
IPCA Administrados,,2025-07-14,2026,4.3221,2026,ipca administrados,
IPCA Administrados,,2025-07-14,2027,4.0,2027,ipca administrados,
IPCA Administrados,,2025-07-14,2028,3.79,2028,ipca administrados,
IPCA Administrados,,2025-07-14,2029,3.5,2029,ipca administrados,
IPCA Alimentação no domicílio,,2025-07-14,2025,6.5646,2025,ipca alimentacao no domicilio,
IPCA Alimentação no domicílio,,2025-07-14,2026,5.001,2026,ipca alimentacao no domicilio,
IPCA Alimentação no domicílio,,2025-07-14,2027,3.965,2027,ipca alimentacao no domicilio,
IPCA Alimentação no domicílio,,2025-07-14,2028,3.8,2028,ipca alimentacao no domicilio,
IPCA Alimentação no domicílio,,2025-07-14,2029,3.7,2029,ipca alimentacao no domicilio,
IPCA Alimentação no domicílio,,2025-07-14,2025,6.4586,2025,ipca alimentacao no domicilio,
IPCA Alimentação no domicílio,,2025-07-14,2026,5.0789,2026,ipca alimentacao no domicilio,
IPCA Alimentação no domicílio,,2025-07-14,2027,3.995,2027,ipca alimentacao no domicilio,
IPCA Alimentação no domicílio,,2025-07-14,2028,3.8,2028,ipca alimentacao no domicilio,
IPCA Alimentação no domicílio,,2025-07-14,2029,3.7,2029,ipca alimentacao no domicilio,
IPCA Bens industrializados,,2025-07-14,2025,3.5392,2025,ipca bens industrializados,
IPCA Bens industrializados,,2025-07-14,2026,3.1127,2026,ipca bens industrializados,
IPCA Bens industrializados,,2025-07-14,2027,3.14,2027,ipca bens industrializados,
IPCA Bens industrializados,,2025-07-14,2028,3.0491,2028,ipca bens industrializados,
IPCA Bens industrializados,,2025-07-14,2029,3.0,2029,ipca bens industrializados,
IPCA Bens industrializados,,2025-07-14,2025,3.4713,2025,ipca bens industrializados,
IPCA Bens industrializados,,2025-07-14,2026,3.0,2026,ipca bens industrializados,
IPCA Bens industrializados,,2025-07-14,2027,3.08,2027,ipca bens industrializados,
IPCA Bens industrializados,,2025-07-14,2028,3.0,2028,ipca bens industrializados,
IPCA Bens industrializados,,2025-07-14,2029,3.0,2029,ipca bens industrializados,
IPCA Livres,,2025-07-14,2025,5.4385,2025,ipca livres,
IPCA Livres,,2025-07-14,2026,4.5968,2026,ipca livres,
IPCA Livres,,2025-07-14,2027,3.9,2027,ipca livres,
IPCA Livres,,2025-07-14,2028,3.5,2028,ipca livres,
IPCA Livres,,2025-07-14,2029,3.5,2029,ipca livres,
IPCA Livres,,2025-07-14,2025,5.3974,2025,ipca livres,
IPCA Livres,,2025-07-14,2026,4.593,2026,ipca livres,
IPCA Livres,,2025-07-14,2027,3.947,2027,ipca livres,
IPCA Livres,,2025-07-14,2028,3.7075,2028,ipca livres,
IPCA Livres,,2025-07-14,2029,3.52,2029,ipca livres,
IPCA Serviços,,2025-07-14,2025,6.0381,2025,ipca servicos,
IPCA Serviços,,2025-07-14,2026,5.3798,2026,ipca servicos,
IPCA Serviços,,2025-07-14,2027,4.3,2027,ipca servicos,
IPCA Serviços,,2025-07-14,2028,4.0,2028,ipca servicos,
IPCA Serviços,,2025-07-14,2029,4.0,2029,ipca servicos,
IPCA Serviços,,2025-07-14,2025,6.0747,2025,ipca servicos,
IPCA Serviços,,2025-07-14,2026,5.509,2026,ipca servicos,
IPCA Serviços,,2025-07-14,2027,4.3,2027,ipca servicos,
IPCA Serviços,,2025-07-14,2028,4.0,2028,ipca servicos,
IPCA Serviços,,2025-07-14,2029,4.0,2029,ipca servicos,
PIB Agropecuária,,2025-07-14,2025,6.7,2025,pib agropecuaria,
PIB Agropecuária,,2025-07-14,2026,2.775,2026,pib agropecuaria,
PIB Agropecuária,,2025-07-14,2027,3.0,2027,pib agropecuaria,
PIB Agropecuária,,2025-07-14,2028,2.84,2028,pib agropecuaria,
PIB Agropecuária,,2025-07-14,2029,2.8,2029,pib agropecuaria,
PIB Agropecuária,,2025-07-14,2025,6.7,2025,pib agropecuaria,
PIB Agropecuária,,2025-07-14,2026,3.0,2026,pib agropecuaria,
PIB Agropecuária,,2025-07-14,2027,2.9,2027,pib agropecuaria,
PIB Agropecuária,,2025-07-14,2028,2.7,2028,pib agropecuaria,
PIB Agropecuária,,2025-07-14,2029,2.7,2029,pib agropecuaria,
PIB Despesa de consumo da administração pública,,2025-07-14,2025,1.5,2025,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-07-14,2026,1.75,2026,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-07-14,2027,1.4,2027,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-07-14,2028,1.5,2028,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-07-14,2029,1.67,2029,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-07-14,2025,1.5,2025,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-07-14,2026,1.9,2026,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-07-14,2027,1.5,2027,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-07-14,2028,1.5,2028,pib despesa de consumo da administracao publica,
PIB Despesa de consumo da administração pública,,2025-07-14,2029,1.68,2029,pib despesa de consumo da administracao publica,
PIB Despesa de consumo das famílias,,2025-07-14,2025,2.2,2025,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-07-14,2026,2.0,2026,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-07-14,2027,1.825,2027,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-07-14,2028,2.0,2028,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-07-14,2029,2.0,2029,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-07-14,2025,2.4,2025,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-07-14,2026,2.0,2026,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-07-14,2027,1.85,2027,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-07-14,2028,1.95,2028,pib despesa de consumo das familias,
PIB Despesa de consumo das famílias,,2025-07-14,2029,1.95,2029,pib despesa de consumo das familias,
PIB Exportação de bens e serviços,,2025-07-14,2025,4.0,2025,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-07-14,2026,3.2,2026,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-07-14,2027,3.0,2027,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-07-14,2028,3.0,2028,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-07-14,2029,3.0,2029,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-07-14,2025,4.0,2025,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-07-14,2026,3.03,2026,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-07-14,2027,3.0,2027,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-07-14,2028,2.7,2028,pib exportacao de bens e servicos,
PIB Exportação de bens e serviços,,2025-07-14,2029,2.7,2029,pib exportacao de bens e servicos,
PIB Formação Bruta de Capital Fixo,,2025-07-14,2025,3.4,2025,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-07-14,2026,1.2,2026,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-07-14,2027,1.8,2027,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-07-14,2028,2.0,2028,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-07-14,2029,2.25,2029,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-07-14,2025,3.5,2025,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-07-14,2026,1.2,2026,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-07-14,2027,2.0,2027,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-07-14,2028,2.0,2028,pib formacao bruta de capital fixo,
PIB Formação Bruta de Capital Fixo,,2025-07-14,2029,2.1,2029,pib formacao bruta de capital fixo,
PIB Importação de bens e serviços,,2025-07-14,2025,5.0,2025,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-07-14,2026,2.62,2026,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-07-14,2027,2.05,2027,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-07-14,2028,2.5,2028,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-07-14,2029,2.5,2029,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-07-14,2025,5.6,2025,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-07-14,2026,2.8,2026,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-07-14,2027,2.25,2027,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-07-14,2028,2.5,2028,pib importacao de bens e servicos,
PIB Importação de bens e serviços,,2025-07-14,2029,2.5,2029,pib importacao de bens e servicos,
PIB Indústria,,2025-07-14,2025,1.8,2025,pib industria,
PIB Indústria,,2025-07-14,2026,1.5,2026,pib industria,
PIB Indústria,,2025-07-14,2027,1.7,2027,pib industria,
PIB Indústria,,2025-07-14,2028,2.0,2028,pib industria,
PIB Indústria,,2025-07-14,2029,2.0,2029,pib industria,
PIB Indústria,,2025-07-14,2025,1.85,2025,pib industria,
PIB Indústria,,2025-07-14,2026,1.5,2026,pib industria,
PIB Indústria,,2025-07-14,2027,1.7,2027,pib industria,
PIB Indústria,,2025-07-14,2028,2.0,2028,pib industria,
PIB Indústria,,2025-07-14,2029,2.0,2029,pib industria,
PIB Serviços,,2025-07-14,2025,1.9575,2025,pib servicos,
PIB Serviços,,2025-07-14,2026,1.8,2026,pib servicos,
PIB Serviços,,2025-07-14,2027,1.95,2027,pib servicos,
PIB Serviços,,2025-07-14,2028,2.0,2028,pib servicos,
PIB Serviços,,2025-07-14,2029,2.0,2029,pib servicos,
PIB Serviços,,2025-07-14,2025,1.9825,2025,pib servicos,
PIB Serviços,,2025-07-14,2026,1.8,2026,pib servicos,
PIB Serviços,,2025-07-14,2027,1.925,2027,pib servicos,
PIB Serviços,,2025-07-14,2028,2.0,2028,pib servicos,
PIB Serviços,,2025-07-14,2029,2.0,2029,pib servicos,
PIB Total,,2025-07-14,2025,2.2312,2025,pib total,
PIB Total,,2025-07-14,2026,1.9,2026,pib total,
PIB Total,,2025-07-14,2027,2.0,2027,pib total,
PIB Total,,2025-07-14,2028,2.0,2028,pib total,
PIB Total,,2025-07-14,2029,2.0,2029,pib total,
PIB Total,,2025-07-14,2025,2.3,2025,pib total,
PIB Total,,2025-07-14,2026,2.0,2026,pib total,
PIB Total,,2025-07-14,2027,1.8,2027,pib total,
PIB Total,,2025-07-14,2028,2.0,2028,pib total,
PIB Total,,2025-07-14,2029,2.0,2029,pib total,
Resultado nominal,,2025-07-14,2025,-8.7,2025,resultado nominal,
Resultado nominal,,2025-07-14,2026,-8.5,2026,resultado nominal,
Resultado nominal,,2025-07-14,2027,-7.3,2027,resultado nominal,
Resultado nominal,,2025-07-14,2028,-6.6,2028,resultado nominal,
Resultado nominal,,2025-07-14,2029,-6.165,2029,resultado nominal,
Resultado nominal,,2025-07-14,2030,-5.965,2030,resultado nominal,
Resultado nominal,,2025-07-14,2031,-5.8369,2031,resultado nominal,
Resultado nominal,,2025-07-14,2032,-5.79,2032,resultado nominal,
Resultado nominal,,2025-07-14,2033,-5.6,2033,resultado nominal,
Resultado nominal,,2025-07-14,2034,-5.5,2034,resultado nominal,
Resultado nominal,,2025-07-14,2025,-8.855,2025,resultado nominal,
Resultado nominal,,2025-07-14,2026,-8.5,2026,resultado nominal,
Resultado nominal,,2025-07-14,2027,-7.3,2027,resultado nominal,
Resultado nominal,,2025-07-14,2028,-6.9,2028,resultado nominal,
Resultado nominal,,2025-07-14,2029,-6.37,2029,resultado nominal,
Resultado nominal,,2025-07-14,2030,-6.43,2030,resultado nominal,
Resultado nominal,,2025-07-14,2031,-6.47,2031,resultado nominal,
Resultado nominal,,2025-07-14,2032,-6.46,2032,resultado nominal,
Resultado nominal,,2025-07-14,2033,-6.0,2033,resultado nominal,
Resultado nominal,,2025-07-14,2034,-5.89,2034,resultado nominal,
Resultado primário,,2025-07-14,2025,-0.55,2025,resultado primario,
Resultado primário,,2025-07-14,2026,-0.65,2026,resultado primario,
Resultado primário,,2025-07-14,2027,-0.4,2027,resultado primario,
Resultado primário,,2025-07-14,2028,-0.1,2028,resultado primario,
Resultado primário,,2025-07-14,2029,0.0,2029,resultado primario,
Resultado primário,,2025-07-14,2030,0.255,2030,resultado primario,
Resultado primário,,2025-07-14,2031,0.435,2031,resultado primario,
Resultado primário,,2025-07-14,2032,0.5,2032,resultado primario,
Resultado primário,,2025-07-14,2033,0.605,2033,resultado primario,
Resultado primário,,2025-07-14,2034,0.76,2034,resultado primario,
Resultado primário,,2025-07-14,2025,-0.575,2025,resultado primario,
Resultado primário,,2025-07-14,2026,-0.69,2026,resultado primario,
Resultado primário,,2025-07-14,2027,-0.43,2027,resultado primario,
Resultado primário,,2025-07-14,2028,-0.2,2028,resultado primario,
Resultado primário,,2025-07-14,2029,0.0,2029,resultado primario,
Resultado primário,,2025-07-14,2030,0.2,2030,resultado primario,
Resultado primário,,2025-07-14,2031,0.15,2031,resultado primario,
Resultado primário,,2025-07-14,2032,0.2,2032,resultado primario,
Resultado primário,,2025-07-14,2033,0.3,2033,resultado primario,
Resultado primário,,2025-07-14,2034,0.35,2034,resultado primario,
Selic,,2025-07-14,2025,15.0,2025,selic,
Selic,,2025-07-14,2026,12.5,2026,selic,
Selic,,2025-07-14,2027,10.5,2027,selic,
Selic,,2025-07-14,2028,10.0,2028,selic,
Selic,,2025-07-14,2029,9.75,2029,selic,
Selic,,2025-07-14,2025,15.0,2025,selic,
Selic,,2025-07-14,2026,12.5,2026,selic,
Selic,,2025-07-14,2027,10.495,2027,selic,
Selic,,2025-07-14,2028,10.0,2028,selic,
Selic,,2025-07-14,2029,9.75,2029,selic,
Taxa de desocupação,,2025-07-14,2025,6.4,2025,taxa de desocupacao,
Taxa de desocupação,,2025-07-14,2026,7.0,2026,taxa de desocupacao,
Taxa de desocupação,,2025-07-14,2027,7.4,2027,taxa de desocupacao,
Taxa de desocupação,,2025-07-14,2028,7.5,2028,taxa de desocupacao,
Taxa de desocupação,,2025-07-14,2029,7.5,2029,taxa de desocupacao,
Taxa de desocupação,,2025-07-14,2025,6.4,2025,taxa de desocupacao,
Taxa de desocupação,,2025-07-14,2026,7.0,2026,taxa de desocupacao,
Taxa de desocupação,,2025-07-14,2027,7.1,2027,taxa de desocupacao,
Taxa de desocupação,,2025-07-14,2028,7.5,2028,taxa de desocupacao,
Taxa de desocupação,,2025-07-14,2029,7.5,2029,taxa de desocupacao,
Balança comercial,Exportações,2025-07-11,2025,348.7,2025,balanca comercial,exportacoes
Balança comercial,Exportações,2025-07-11,2026,360.0,2026,balanca comercial,exportacoes
Balança comercial,Exportações,2025-07-11,2027,370.0,2027,balanca comercial,exportacoes
Balança comercial,Exportações,2025-07-11,2028,378.8,2028,balanca comercial,exportacoes
Balança comercial,Exportações,2025-07-11,2029,382.576,2029,balanca comercial,exportacoes
Balança comercial,Exportações,2025-07-11,2025,350.0,2025,balanca comercial,exportacoes
Balança comercial,Exportações,2025-07-11,2026,360.6,2026,balanca comercial,exportacoes
Balança comercial,Exportações,2025-07-11,2027,373.2,2027,balanca comercial,exportacoes
Balança comercial,Exportações,2025-07-11,2028,378.8,2028,balanca comercial,exportacoes
Balança comercial,Exportações,2025-07-11,2029,379.7,2029,balanca comercial,exportacoes
Balança comercial,Importações,2025-07-11,2025,277.3917,2025,balanca comercial,importacoes
Balança comercial,Importações,2025-07-11,2026,281.2823,2026,balanca comercial,importacoes
Balança comercial,Importações,2025-07-11,2027,288.9,2027,balanca comercial,importacoes
Balança comercial,Importações,2025-07-11,2028,300.0,2028,balanca comercial,importacoes
Balança comercial,Importações,2025-07-11,2029,305.0,2029,balanca comercial,importacoes
Balança comercial,Importações,2025-07-11,2025,277.4,2025,balanca comercial,importacoes
Balança comercial,Importações,2025-07-11,2026,281.3,2026,balanca comercial,importacoes
Balança comercial,Importações,2025-07-11,2027,288.95,2027,balanca comercial,importacoes
Balança comercial,Importações,2025-07-11,2028,292.75,2028,balanca comercial,importacoes
Balança comercial,Importações,2025-07-11,2029,297.25,2029,balanca comercial,importacoes
Balança comercial,Saldo,2025-07-11,2025,70.9,2025,balanca comercial,saldo
Balança comercial,Saldo,2025-07-11,2026,77.938,2026,balanca comercial,saldo
Balança comercial,Saldo,2025-07-11,2027,80.0,2027,balanca comercial,saldo
Balança comercial,Saldo,2025-07-11,2028,81.1,2028,balanca comercial,saldo
Balança comercial,Saldo,2025-07-11,2029,82.45,2029,balanca comercial,saldo
Balança comercial,Saldo,2025-07-11,2025,72.4,2025,balanca comercial,saldo
Balança comercial,Saldo,2025-07-11,2026,78.0,2026,balanca comercial,saldo
Balança comercial,Saldo,2025-07-11,2027,80.0,2027,balanca comercial,saldo
Balança comercial,Saldo,2025-07-11,2028,82.2,2028,balanca comercial,saldo
Balança comercial,Saldo,2025-07-11,2029,84.9,2029,balanca comercial,saldo
Câmbio,,2025-07-11,2025,5.65,2025,cambio,
Câmbio,,2025-07-11,2026,5.7024,2026,cambio,
Câmbio,,2025-07-11,2027,5.71,2027,cambio,
Câmbio,,2025-07-11,2028,5.7566,2028,cambio,
Câmbio,,2025-07-11,2029,5.8,2029,cambio,
Câmbio,,2025-07-11,2025,5.62,2025,cambio,
Câmbio,,2025-07-11,2026,5.75,2026,cambio,
Câmbio,,2025-07-11,2027,5.625,2027,cambio,
Câmbio,,2025-07-11,2028,5.6,2028,cambio,
Câmbio,,2025-07-11,2029,5.64,2029,cambio,
Conta corrente,,2025-07-11,2025,-56.7,2025,conta corrente,
Conta corrente,,2025-07-11,2026,-55.0,2026,conta corrente,
Conta corrente,,2025-07-11,2027,-50.0,2027,conta corrente,
Conta corrente,,2025-07-11,2028,-51.03,2028,conta corrente,
Conta corrente,,2025-07-11,2029,-50.0,2029,conta corrente,
Conta corrente,,2025-07-11,2025,-57.0,2025,conta corrente,
Conta corrente,,2025-07-11,2026,-55.0,2026,conta corrente,
Conta corrente,,2025-07-11,2027,-49.44,2027,conta corrente,
Conta corrente,,2025-07-11,2028,-45.0,2028,conta corrente,
Conta corrente,,2025-07-11,2029,-45.0,2029,conta corrente,
Dívida bruta do governo geral,,2025-07-11,2025,80.19,2025,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-11,2026,84.5,2026,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-11,2027,87.8,2027,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-11,2028,89.4796,2028,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-11,2029,90.9426,2029,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-11,2030,91.9,2030,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-11,2031,92.7,2031,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-11,2032,93.1092,2032,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-11,2033,93.6201,2033,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-11,2034,94.0142,2034,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-11,2025,80.2,2025,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-11,2026,84.6851,2026,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-11,2027,86.95,2027,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-11,2028,88.5,2028,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-11,2029,90.1,2029,divida bruta do governo geral,
Dívida bruta do governo geral,,2025-07-11,2030,91.1002,2030,divida bruta do governo geral,
